qid,gender,citizenship,occupation,cause_of_death
Q718012,male,United Kingdom,documentary participant|education expert|speaker|educator|conferencier|writer,cancer
Q719941,male,United States,military personnel,cancer
Q720955,male,Canada,professional wrestling writer|professional wrestler|screenwriter,cancer
Q725674,male,United Kingdom,film actor|television actor|actor,cancer
Q737762,male,Brazil,film editor|film director|screenwriter|actor,liver cancer
Q720005,male,Norway,recording artist|songwriter|guitarist|singer,disease
Q74042,male,France,singer-songwriter,myocardial infarction
Q725609,male,France,politician,myocardial infarction
Q726194,male,United Kingdom,novelist|film producer|journalist|television producer|writer|screenwriter,myocardial infarction
Q717654,male,United States,military officer|astronaut,stroke
Q723134,male,United States,aircraft pilot|politician|businessperson,stroke
Q718135,male,United States,film actor|television actor|actor,leukemia
Q72334,female,United States,audiobook narrator|young adult author|essayist|novelist|librettist|children's writer|editing staff|university teacher|poet|writer,pneumonia
Q73191,male,Czech Republic|Czechoslovakia,Olympic competitor|ice hockey player|ice hockey coach|athlete|coach,pneumonia
Q719891,male,United States,basketball coach|basketball player,pneumonia
Q721819,male,United States,musician|banjoist|songwriter|guitarist|singer|actor,pneumonia
Q726033,male,United States,film actor|television actor|film producer|stage actor|financial adviser|investor|military officer|entrepreneur|screenwriter,pneumonia
Q726394,male,United States|United Kingdom,nuclear physicist|university teacher|physicist,dementia
Q716893,male,United States|Iceland,non-fiction writer|film actor|screenwriter,pancreatic cancer
Q723640,male,Spain,association football player,amyotrophic lateral sclerosis
Q76156,male,Indonesia,engineer|politician,heart failure
Q722196,male,United States,film actor|television actor|film director|stunt performer|singer|screenwriter|actor,heart failure
Q725020,male,United States,aesthetician|autobiographer|philosopher|university teacher|writer,heart failure
Q723896,male,United States,military officer|politician|lawyer,kidney failure
Q727071,male,France|Djibouti,minister|politician,cardiovascular disease
Q720581,male,United States,video game actor|television writer|film actor|film screenwriter|television actor|film producer|film director|voice actor|television director|television producer|writer|screenwriter|actor,respiratory failure
Q725395,male,United States,film actor|television actor|novelist|stage actor|singer,thrombosis
Q726105,male,Russia|Soviet Union,film screenwriter|film actor|film producer|film director|lecturer|television presenter|public figure|screenwriter|actor,COVID-19
Q727645,male,United States,American football player|professional wrestler|film actor,falling from height
Q720562,male,United States,science fiction writer|editor|novelist|editing staff|writer,sepsis
Q721389,male,United States,director|film director|television director|screenwriter|actor,brain cancer
Q724819,male,United States,boxer,struck by vehicle
Q717066,male,United Kingdom,rock drummer|percussionist|songwriter,liver failure
Q726071,male,United States,recording artist|autobiographer|children's writer|novelist|film producer|aircraft pilot|lyricist|singer-songwriter|singer|entrepreneur|actor|composer|writer,Merkel cell carcinoma
Q724308,male,United Kingdom,percussionist|songwriter|drummer,prostate cancer
Q719635,male,United States,astronaut|chemist,
Q719836,male,United States,basketball coach|basketball player,
Q719926,male,United States,university teacher|military officer|physician|astronaut,
Q720549,male,Brazil,association football player,
Q720749,male,Italy|Kingdom of Italy,Catholic priest|exorcist|theologian|writer,
Q721215,male,Italy,association football player,
Q721753,male,Norway,short story writer|prose writer|literary translator|novelist|poet|writer,
Q721922,male,United States,film director|screenwriter|actor,
Q722003,male,United States,guitarist,
Q722555,male,United States|Serbia,scholar of English|university teacher|essayist|journalist|translator|poet|writer,
Q722828,male,United Kingdom,motorcycle racer|businessperson,
Q722868,male,Soviet Union|Armenia,chess player,
Q723088,male,Czechoslovakia,ice hockey player|ice hockey coach|association football player,
Q723263,male,United States|Lithuania,peace activist|cardiologist|inventor|physician,
Q723821,male,United States,jazz musician|saxophonist|composer,
Q723853,male,Japan,comics artist|mangaka,
Q723892,male,United States|France,fashion photographer|director|visual artist|film director|graphic artist|painter|screenwriter|photographer,
Q724164,male,United States,cardiac surgeon|basketball player|surgeon|university teacher|physician,
Q724185,male,United States,athletics competitor|discus thrower,
Q724478,male,Italy|Kingdom of Italy,film producer|film director|television director|illustrator|actor|screenwriter|writer,
Q724586,male,United States,lyricist|playwright|screenwriter|writer,
Q72262,male,United States,film actor|television actor|stage actor|actor,
Q74340,male,Germany,rower,
Q74631,male,Belgium,association football player|association football coach,
Q74861,male,Thailand,university teacher|civil servant|politician|lawyer|judge,
Q75021,male,United States,film actor|voice actor|television actor|stage actor|comedian|rabbi|screenwriter,
Q75760,male,Germany,film actor|television actor|stage actor,
Q75847,male,Germany,oncologist|virologist|university teacher|physician,
Q76335,female,Germany,young adult author|science fiction writer|primary school teacher|children's writer|teacher|writer,
Q76373,male,United States,physicist|inventor|photographer|scientist,
Q716047,male,People's Republic of China,banker|entrepreneur|businessperson,
Q716049,male,Yugoslavia,military officer|military personnel|writer,
Q716224,male,Czech Republic|Czechoslovakia,association football player,
Q716432,male,Spain,association football player,
Q716760,male,Italy|Kingdom of Italy,boxer,
Q717236,,,,
Q717280,male,Hungary|Slovakia|Czechoslovakia,figure skating coach|figure skating judge|figure skater,
Q717522,male,Estonia|Soviet Union,politician|poet|writer|screenwriter,
Q717916,male,Hungary,fencer|coach,
Q718078,male,United States,stand-up comedian|film actor|voice actor|television actor|comedian|actor,
Q718150,male,Palau,politician,
Q718499,male,United States,military flight engineer|fighter pilot|military officer|astronaut,
Q718584,male,Yugoslavia,film actor|television actor|film director|stage actor|actor,
Q718650,male,Finland,diplomat|politician,
Q718736,male,United States,art theorist|university teacher|sociologist,
Q718786,female,United States,film actor|singer|actor,
Q719023,male,Chile,beach soccer player|association football coach|association football player,
Q719266,male,United States,film actor|television actor|actor,
Q719474,male,Czech Republic|Czechoslovakia,association football player,
Q724825,male,Greece|Italy,writer,
Q724963,male,United States,swimmer,
Q725112,male,Finland,javelin thrower|athletics competitor,
Q725176,male,Sweden,cross-country skier,
Q725233,male,Canada,physicist|engineer|astronaut,
Q725399,male,New Zealand,film actor|television actor|stage actor|actor,
Q725403,male,United States,professional wrestler,
Q725520,male,Canada,film producer|film director|television producer|television director|actor,
Q726201,male,United States,criminal|actor,
Q726250,male,United Kingdom,association football player|association football coach,
Q726283,male,United States,television actor|film actor|stage actor|actor,
Q726687,male,France,music educator|prose writer|mathematician|translator|playwright|poet|writer,
Q726724,male,United Kingdom,theoretical physicist|Anglican priest|theologian|physicist|priest,
Q727086,male,United States,television actor|film actor|stage actor,
Q727158,male,Croatia,politician,
Q727529,male,Israel,spy|intelligence officer|official|politician,
Q727752,male,United States|United Kingdom,film actor|television actor|director|television director|stage actor|singer-songwriter|singer|actor,
Q728418,male,Japan|Empire of Japan,association football player,
Q728911,male,Nigeria,association football player,
Q729117,male,United States,memoirist|essayist|novelist|literary critic|university teacher|journalist|biographer|playwright|writer,
Q729618,male,United States|Mexico,film actor|television actor|film producer|actor,
Q730017,male,United States,satirist|journalist|writer,
Q732048,male,United States,non-fiction writer|academic|psychologist,
Q733225,male,France|Tunisia|French protectorate of Tunisia,essayist|writer,
Q733299,male,United States,diarist|university teacher|composer|writer|actor,
Q746226,male,Kingdom of the Netherlands,association football player,
Q747340,male,France|Algeria,association football player|association football coach,
Q748458,male,United States,shot putter|athletics competitor,
Q752610,female,Italy,film actor|radio personality|stage actor|playwright|screenwriter|writer,
Q7377129,female,India|British Raj|Dominion of India,dancer|musician|singer,
Q7399267,male,United States,actor,
Q7490569,female,India|British Raj,film actor|television actor,
Q7531710,male,India,politician,
Q7627362,male organism,,,
Q7636487,female,India|British Raj|Dominion of India,oceanographer|meteorologist|climatologist|mathematician,
Q7309,female,United States,molecular biologist|biochemist|biologist|chemist,
Q7476,female,United States,chemist|inventor,
Q733400,,,,
Q733625,male,Japan|Empire of Japan,Catholic bishop|Catholic priest,
Q734434,male,Finland,ecologist|essayist|philosopher|environmentalist|ornithologist|fisher|dissident|writer,
Q735009,male,United Kingdom,association football player|association football coach,
Q735104,male,United States,military flight engineer|inventor|writer,
Q735819,male,Norway,javelin thrower|athletics competitor,
Q735990,male,United States,athletics competitor|dentist,
Q736243,male,United States,film actor|actor,
Q736570,male,United States,scholar of English|novelist|university teacher|poet|writer,
Q736823,male,Vanuatu,diplomat|politician,
Q736833,male,Philippines,revolutionary|politician|writer,
Q736864,male,Ireland,musician|record producer,
Q738404,male,Mexico,recording artist|DJ producer|songwriter|singer|composer,
Q738922,male,Finland,cross-country skier|Nordic combined skier|politician,
Q739052,male,United Kingdom|United Kingdom of Great Britain and Ireland,television actor|film actor|soldier|voice actor|stage actor,
Q739390,male,Panama,politician,
Q739500,male,Spain,film screenwriter|director|film director|screenwriter|writer,
Q739537,male,France,university teacher|translator|historian|writer,
Q739896,male,United States|Colombia,recording artist|club DJ|songwriter|record producer|disc jockey,
Q740168,male,France|Senegal,university teacher|diplomat|civil servant|minister|politician,
